term,freq,range,score,doc_ids
land cover,63,18,81,"[72, 171, 208, 282, 302, 303, 316, 317, 331, 391, 464, 475, 551, 565, 569, 576, 578, 588]"
land use,36,14,50,"[72, 120, 171, 208, 282, 316, 317, 331, 380, 458, 551, 569, 588, 590]"
urban planning,17,16,33,"[59, 74, 135, 171, 230, 232, 282, 283, 302, 317, 331, 391, 458, 464, 497, 551]"
machine learning,16,15,31,"[72, 82, 208, 230, 232, 283, 302, 317, 380, 391, 393, 464, 551, 569, 576]"
overall accuracy,16,13,29,"[74, 82, 171, 302, 303, 317, 391, 393, 458, 565, 572, 578, 588]"
image classification,18,8,26,"[171, 282, 331, 374, 475, 576, 588, 590]"
urban area,14,11,25,"[72, 303, 317, 374, 464, 551, 569, 572, 576, 578, 588]"
urban land,18,7,25,"[171, 316, 458, 475, 551, 578, 588]"
cover change,12,8,20,"[171, 208, 316, 374, 464, 475, 569, 578]"
classification accuracy,11,6,17,"[72, 282, 475, 497, 551, 576]"
satellite image,8,8,16,"[72, 120, 232, 317, 391, 458, 565, 569]"
decision tree,11,5,16,"[230, 317, 497, 576, 578]"
cover classification,13,3,16,"[282, 391, 588]"
change detection,9,5,14,"[72, 374, 391, 497, 578]"
urban expansion,9,4,13,"[135, 464, 475, 578]"
learning technique,7,6,13,"[230, 232, 283, 380, 464, 569]"
study area,6,6,12,"[120, 232, 391, 572, 576, 578]"
urban growth,7,5,12,"[171, 208, 458, 475, 572]"
remote sensing,6,6,12,"[171, 283, 374, 464, 578, 590]"
cover map,7,5,12,"[171, 208, 302, 475, 576]"
classification method,8,4,12,"[282, 374, 458, 464]"
random forest,6,5,11,"[82, 303, 393, 497, 565]"
satellite imagery,5,5,10,"[59, 171, 230, 283, 391]"
use change,6,4,10,"[120, 208, 316, 569]"
lulc change,8,2,10,"[120, 374]"
detection analysis,6,3,9,"[72, 374, 391]"
contextual feature,7,1,8,[59]
spatial resolution,5,3,8,"[59, 283, 572]"
population density,5,3,8,"[59, 283, 380]"
environmental management,4,4,8,"[120, 391, 497, 590]"
water body,4,4,8,"[120, 230, 464, 475]"
population growth,4,4,8,"[135, 171, 208, 391]"
urban planner,4,4,8,"[135, 458, 565, 590]"
bare land,4,4,8,"[171, 391, 464, 576]"
high resolution,4,4,8,"[230, 282, 551, 565]"
satellite data,4,3,7,"[135, 232, 578]"
urban development,4,3,7,"[135, 283, 464]"
kappa coefficient,4,3,7,"[282, 393, 458]"
green area,6,1,7,[283]
impervious surface,4,3,7,"[316, 572, 590]"
urban sprawl,5,2,7,"[391, 464]"
classification algorithms,4,3,7,"[475, 551, 578]"
landsat imagery,4,3,7,"[475, 572, 578]"
overall classification,4,3,7,"[475, 497, 551]"
support vector,4,3,7,"[497, 551, 578]"
vector machine,4,3,7,"[497, 551, 578]"
data set,5,2,7,"[551, 576]"
important role,3,3,6,"[72, 230, 578]"
sustainable development,3,3,6,"[120, 317, 497]"
urban region,3,3,6,"[208, 316, 464]"
decision maker,3,3,6,"[230, 232, 565]"
burnt area,5,1,6,[232]
spectral index,3,3,6,"[317, 391, 393]"
cover mapping,4,2,6,"[331, 576]"
flood risk,5,1,6,[380]
image analysis,3,3,6,"[393, 458, 588]"
high classification,3,3,6,"[475, 551, 576]"
growth rate,4,2,6,"[475, 572]"
coastal area,5,1,6,[569]
novel approach,3,2,5,"[72, 230]"
classification map,3,2,5,"[72, 391]"
cloud omission,4,1,5,[74]
omission error,4,1,5,[74]
classification model,3,2,5,"[74, 302]"
lulc class,3,2,5,"[120, 393]"
slum area,4,1,5,[303]
different land,3,2,5,"[303, 551]"
landsat data,3,2,5,"[497, 578]"
data weighting,4,1,5,[551]
central tendency,4,1,5,[551]
maximum likelihood,3,2,5,"[576, 578]"
use classification,4,1,5,[588]
urban attribute,3,1,4,[59]
optical image,2,2,4,"[72, 393]"
geographical region,3,1,4,[72]
use planning,2,2,4,"[72, 208]"
classification technique,2,2,4,"[72, 576]"
environmental protection,2,2,4,"[74, 569]"
accurate model,2,2,4,"[74, 458]"
classification result,2,2,4,"[74, 565]"
confusion matrix,2,2,4,"[82, 171]"
characteristic curve,2,2,4,"[82, 380]"
economic value,3,1,4,[120]
accelerated land,2,2,4,"[120, 208]"
material consumption,3,1,4,[135]
new method,2,2,4,"[135, 458]"
hilla city,3,1,4,[171]
spatiotemporal dynamic,2,2,4,"[171, 317]"
supervised image,2,2,4,"[171, 374]"
cover class,2,2,4,"[171, 302]"
intensity analysis,3,1,4,[208]
case study,2,2,4,"[208, 316]"
environmental factor,2,2,4,"[208, 475]"
major land,2,2,4,"[208, 302]"
perennial drainage,3,1,4,[230]
water quality,2,2,4,"[230, 590]"
many part,2,2,4,"[232, 578]"
human activity,2,2,4,"[232, 497]"
thematic map,2,2,4,"[232, 475]"
landsat satellite,2,2,4,"[283, 578]"
last decade,2,2,4,"[283, 572]"
information system,2,2,4,"[283, 393]"
significant feature,2,2,4,"[283, 393]"
regression tree,2,2,4,"[302, 576]"
geographic information,2,2,4,"[316, 393]"
traditional approach,2,2,4,"[316, 475]"
time series,2,2,4,"[317, 391]"
series data,2,2,4,"[317, 391]"
urbanization rate,2,2,4,"[317, 572]"
integrated approach,2,2,4,"[374, 393]"
awash basin,3,1,4,[374]
natural resource,2,2,4,"[374, 393]"
urban flood,3,1,4,[380]
important factor,2,2,4,"[380, 391]"
textural feature,2,2,4,"[391, 393]"
rf classifier,2,2,4,"[391, 393]"
significant change,2,2,4,"[391, 497]"
feature selection,3,1,4,[393]
accurate land,2,2,4,"[393, 576]"
feature extraction,2,2,4,"[393, 572]"
use mapping,2,2,4,"[458, 551]"
time period,2,2,4,"[475, 578]"
classification approach,2,2,4,"[475, 576]"
kappa value,2,2,4,"[475, 497]"
spatial information,2,2,4,"[475, 590]"
learning algorithms,2,2,4,"[572, 576]"
data mining,2,2,4,"[576, 578]"
data gap,2,2,4,"[578, 590]"
previous research,2,1,3,[59]
input feature,2,1,3,[74]
total training,2,1,3,[74]
cloud commission,2,1,3,[74]
commission error,2,1,3,[74]
cloud classification,2,1,3,[74]
small portion,2,1,3,[74]
independent variable,2,1,3,[82]
ecosystem service,2,1,3,[120]
es value,2,1,3,[120]
landscape diversity,2,1,3,[120]
construction material,2,1,3,[135]
class change,2,1,3,[171]
spatial trend,2,1,3,[171]
land area,2,1,3,[171]
digital elevation,2,1,3,[230]
elevation model,2,1,3,[230]
buffer zone,2,1,3,[230]
permanent protection,2,1,3,[230]
surface water,2,1,3,[230]
landslide susceptibility,2,1,3,[232]
susceptibility assessment,2,1,3,[232]
traditional remote,2,1,3,[282]
environmental quality,2,1,3,[283]
air quality,2,1,3,[283]
slum settlement,2,1,3,[302]
vhr imagery,2,1,3,[302]
initial land,2,1,3,[302]
effective image,2,1,3,[302]
training site,2,1,3,[302]
cover zone,2,1,3,[303]
land resource,2,1,3,[303]
surface cover,2,1,3,[316]
change product,2,1,3,[316]
cropland area,2,1,3,[317]
use land,2,1,3,[331]
quest model,2,1,3,[380]
risk mapping,2,1,3,[380]
risk map,2,1,3,[380]
conditioning factor,2,1,3,[380]
urban density,2,1,3,[380]
flood vulnerability,2,1,3,[380]
flood hazard,2,1,3,[380]
processing time,2,1,3,[391]
sentinel image,2,1,3,[393]
sar image,2,1,3,[393]
sp value,2,1,3,[393]
rf classification,2,1,3,[393]
scale value,2,1,3,[393]
lulc extraction,2,1,3,[393]
texture analysis,2,1,3,[458]
metropolitan city,2,1,3,[464]
annual growth,2,1,3,[475]
new data,2,1,3,[551]
atmospheric image,2,1,3,[551]
different area,2,1,3,[551]
weighting method,2,1,3,[551]
svm classification,2,1,3,[551]
urban structure,2,1,3,[565]
structure type,2,1,3,[565]
graph measure,2,1,3,[565]
athens agglomeration,2,1,3,[572]
urban feature,2,1,3,[572]
limited feature,2,1,3,[576]
dense time,2,1,3,[578]
time stack,2,1,3,[578]
informal settlement,2,1,3,[588]
interimage system,2,1,3,[588]
semantic net,2,1,3,[588]
kappa index,2,1,3,[588]
environmental impact,2,1,3,[590]
spatial pattern,1,1,2,[59]
population distribution,1,1,2,[59]
global population,1,1,2,[59]
timely population,1,1,2,[59]
population count,1,1,2,[59]
disaster management,1,1,2,[59]
city scale,1,1,2,[59]
strong correlation,1,1,2,[59]
statistical quantification,1,1,2,[59]
edge pattern,1,1,2,[59]
pixel group,1,1,2,[59]
openstreetmap building,1,1,2,[59]
feature capture,1,1,2,[59]
location impact,1,1,2,[59]
predictive power,1,1,2,[59]
census unit,1,1,2,[59]
finding indicate,1,1,2,[59]
physical land,1,1,2,[72]
land type,1,1,2,[72]
rapid change,1,1,2,[72]
immediate attention,1,1,2,[72]
environmental change,1,1,2,[72]
right track,1,1,2,[72]
present scenario,1,1,2,[72]
cloud detection,1,1,2,[74]
unsupervised classification,1,1,2,[74]
hazard analysis,1,1,2,[74]
constant challenge,1,1,2,[74]
wide range,1,1,2,[74]
cloud mask,1,1,2,[74]
mask algorithms,1,1,2,[74]
entire image,1,1,2,[74]
pixel modeling,1,1,2,[74]
training subset,1,1,2,[74]
different input,1,1,2,[74]
cloud validation,1,1,2,[74]
validation dataset,1,1,2,[74]
cropped scene,1,1,2,[74]
biome dataset,1,1,2,[74]
sample subset,1,1,2,[74]
training sample,1,1,2,[74]
map classification,1,1,2,[74]
test image,1,1,2,[74]
independent validation,1,1,2,[74]
validation image,1,1,2,[74]
model training,1,1,2,[74]
overall correctness,1,1,2,[74]
good performance,1,1,2,[74]
training pixel,1,1,2,[74]
spectral characteristic,1,1,2,[74]
example pixel,1,1,2,[74]
model accuracy,1,1,2,[74]
significant variance,1,1,2,[82]
prediction importance,1,1,2,[82]
importance level,1,1,2,[82]
unbalanced effect,1,1,2,[82]
prediction variable,1,1,2,[82]
loop function,1,1,2,[82]
early termination,1,1,2,[82]
model capacity,1,1,2,[82]
generalization control,1,1,2,[82]
susceptibility index,1,1,2,[82]
particulate matter,1,1,2,[82]
Î¼m diameter,1,1,2,[82]
maximum value,1,1,2,[82]
spectral band,1,1,2,[82]
classification index,1,1,2,[82]
index map,1,1,2,[82]
utility criterion,1,1,2,[82]
processing delay,1,1,2,[82]
importance distribution,1,1,2,[82]
graphical abstract,1,1,2,[82]
see fulltext,1,1,2,[82]
image fusion,1,1,2,[120]
current challenge,1,1,2,[120]
urgent need,1,1,2,[120]
ecological goal,1,1,2,[120]
landscape planning,1,1,2,[120]
conservation strategy,1,1,2,[120]
multiple sensor,1,1,2,[120]
landscape change,1,1,2,[120]
several landscape,1,1,2,[120]
spatial configuration,1,1,2,[120]
rotation forest,1,1,2,[120]
agriculture farmland,1,1,2,[120]
unused land,1,1,2,[120]
spatial distribution,1,1,2,[120]
observed increase,1,1,2,[120]
landscape uniformity,1,1,2,[120]
landscape type,1,1,2,[120]
slight improvement,1,1,2,[120]
benefit transfer,1,1,2,[120]
transfer approach,1,1,2,[120]
sensitivity analysis,1,1,2,[120]
landscape pattern,1,1,2,[120]
esv trend,1,1,2,[120]
interdisciplinary approach,1,1,2,[120]
environmental practitioner,1,1,2,[120]
economic benefit,1,1,2,[120]
ecological gain,1,1,2,[120]
different landscape,1,1,2,[120]
regional scale,1,1,2,[120]
raw material,1,1,2,[135]
innovative route,1,1,2,[135]
consumption analysis,1,1,2,[135]
landcover map,1,1,2,[135]
artificial surface,1,1,2,[135]
agricultural area,1,1,2,[135]
available datasets,1,1,2,[135]
result show,1,1,2,[135]
official figure,1,1,2,[135]
sand consumption,1,1,2,[135]
gravel consumption,1,1,2,[135]
observation datasets,1,1,2,[135]
sustainability expert,1,1,2,[135]
informed strategy,1,1,2,[135]
resource consumption,1,1,2,[135]
important information,1,1,2,[135]
land conservation,1,1,2,[135]
ecological greenway,1,1,2,[135]
high rate,1,1,2,[171]
unexpected land,1,1,2,[171]
babylon governorate,1,1,2,[171]
driving factor,1,1,2,[171]
appropriate policy,1,1,2,[171]
monitoring mechanism,1,1,2,[171]
ikonos satellite,1,1,2,[171]
classification stage,1,1,2,[171]
statistical machine,1,1,2,[171]
statistical result,1,1,2,[171]
enable assessment,1,1,2,[171]
allow assessment,1,1,2,[171]
future class,1,1,2,[171]
study show,1,1,2,[171]
increased expansion,1,1,2,[171]
southwestern part,1,1,2,[171]
visual resource,1,1,2,[171]
natural habitat,1,1,2,[208]
natural hazard,1,1,2,[208]
natural factor,1,1,2,[208]
biochemical property,1,1,2,[208]
land surface,1,1,2,[208]
cover category,1,1,2,[208]
environmental challenge,1,1,2,[208]
unique contribution,1,1,2,[208]
combine usage,1,1,2,[208]
period experience,1,1,2,[208]
fast change,1,1,2,[208]
use transformation,1,1,2,[208]
whole period,1,1,2,[208]
major change,1,1,2,[208]
agricultural activity,1,1,2,[208]
category level,1,1,2,[208]
structural transformation,1,1,2,[208]
transformation measure,1,1,2,[208]
use harmonization,1,1,2,[208]
harmonization policy,1,1,2,[208]
legal reform,1,1,2,[208]
underlying driver,1,1,2,[208]
study case,1,1,2,[230]
riparian vegetation,1,1,2,[230]
key role,1,1,2,[230]
riverine system,1,1,2,[230]
soil erosion,1,1,2,[230]
increased infiltration,1,1,2,[230]
urban space,1,1,2,[230]
illegal occupation,1,1,2,[230]
hydrologic risk,1,1,2,[230]
digital image,1,1,2,[230]
image processing,1,1,2,[230]
processing workflow,1,1,2,[230]
ephemeral condition,1,1,2,[230]
first trimester,1,1,2,[230]
accurate assessment,1,1,2,[230]
streamflow condition,1,1,2,[230]
water runoff,1,1,2,[230]
flow regime,1,1,2,[230]
reliable information,1,1,2,[230]
drainage network,1,1,2,[230]
climate change,1,1,2,[232]
landslide worldwide,1,1,2,[232]
last year,1,1,2,[232]
weather condition,1,1,2,[232]
condition change,1,1,2,[232]
burnt catchment,1,1,2,[232]
sensitive area,1,1,2,[232]
different trigger,1,1,2,[232]
trigger mechanism,1,1,2,[232]
debris flow,1,1,2,[232]
large number,1,1,2,[232]
recent decade,1,1,2,[232]
precipitation duration,1,1,2,[232]
many difficulty,1,1,2,[232]
landslide risk,1,1,2,[232]
populated neighbourhood,1,1,2,[232]
main operation,1,1,2,[232]
new land,1,1,2,[232]
construction purpose,1,1,2,[232]
agnano hill,1,1,2,[232]
predisposing factor,1,1,2,[232]
previous knowledge,1,1,2,[232]
database consisting,1,1,2,[232]
present work,1,1,2,[232]
following phase,1,1,2,[232]
band composition,1,1,2,[232]
statistical approach,1,1,2,[232]
local agency,1,1,2,[232]
safety monitoring,1,1,2,[232]
great significance,1,1,2,[282]
precision agriculture,1,1,2,[282]
accuracy requirement,1,1,2,[282]
experimental area,1,1,2,[282]
standard test,1,1,2,[282]
test field,1,1,2,[282]
experimental data,1,1,2,[282]
original image,1,1,2,[282]
spectral curve,1,1,2,[282]
large difference,1,1,2,[282]
full use,1,1,2,[282]
spectral information,1,1,2,[282]
noise problem,1,1,2,[282]
uav image,1,1,2,[282]
certain extent,1,1,2,[282]
accuracy analysis,1,1,2,[282]
verification image,1,1,2,[282]
gis approach,1,1,2,[283]
area planning,1,1,2,[283]
populated emirate,1,1,2,[283]
planning procedure,1,1,2,[283]
essential role,1,1,2,[283]
pollution percentage,1,1,2,[283]
study methodology,1,1,2,[283]
satellite medium,1,1,2,[283]
spatial signature,1,1,2,[283]
area machine,1,1,2,[283]
relational index,1,1,2,[283]
area percentage,1,1,2,[283]
sentinel air,1,1,2,[283]
quality data,1,1,2,[283]
density map,1,1,2,[283]
gis technique,1,1,2,[283]
high pollution,1,1,2,[283]
environmental standard,1,1,2,[283]
study result,1,1,2,[283]
municipality policymakers,1,1,2,[283]
healthy living,1,1,2,[283]
accurate mapping,1,1,2,[302]
boundary data,1,1,2,[302]
slum upgrading,1,1,2,[302]
boundary layer,1,1,2,[302]
homogenous neighborhood,1,1,2,[302]
multiple context,1,1,2,[302]
texture image,1,1,2,[302]
physical characteristic,1,1,2,[302]
nonslum settlement,1,1,2,[302]
image feature,1,1,2,[302]
reference data,1,1,2,[302]
image indicator,1,1,2,[302]
slum mapping,1,1,2,[302]
building layout,1,1,2,[302]
building density,1,1,2,[302]
roof characteristic,1,1,2,[302]
caribbean country,1,1,2,[302]
similar situation,1,1,2,[302]
data availability,1,1,2,[302]
neural network,1,1,2,[303]
slum region,1,1,2,[303]
economic growth,1,1,2,[303]
urban slum,1,1,2,[303]
proper observation,1,1,2,[303]
possible livelihood,1,1,2,[303]
livelihood condition,1,1,2,[303]
future implementation,1,1,2,[303]
development activity,1,1,2,[303]
classification algorithm,1,1,2,[303]
feature identification,1,1,2,[303]
important tool,1,1,2,[303]
decision making,1,1,2,[303]
major objective,1,1,2,[303]
chingrajpara area,1,1,2,[303]
aerial vehicle,1,1,2,[303]
different machine,1,1,2,[303]
landcover classification,1,1,2,[303]
future planning,1,1,2,[303]
use structure,1,1,2,[316]
key component,1,1,2,[316]
urban system,1,1,2,[316]
sensed activity,1,1,2,[316]
activity data,1,1,2,[316]
sensed land,1,1,2,[316]
cover product,1,1,2,[316]
metropolitan area,1,1,2,[316]
developed land,1,1,2,[316]
behavioral feature,1,1,2,[316]
land parcel,1,1,2,[316]
model assessment,1,1,2,[316]
classification workflow,1,1,2,[316]
physical feature,1,1,2,[316]
identified land,1,1,2,[316]
detailed land,1,1,2,[316]
viable way,1,1,2,[316]
mapping product,1,1,2,[316]
limited capacity,1,1,2,[316]
big data,1,1,2,[317]
facing sustainability,1,1,2,[317]
sustainability threat,1,1,2,[317]
big time,1,1,2,[317]
temporal dynamic,1,1,2,[317]
accuracy average,1,1,2,[317]
urban extent,1,1,2,[317]
political uprising,1,1,2,[317]
arab spring,1,1,2,[317]
annual urbanization,1,1,2,[317]
annual rate,1,1,2,[317]
f indings,1,1,2,[317]
planning policy,1,1,2,[317]
environmental monitoring,1,1,2,[331]
effective method,1,1,2,[331]
oli image,1,1,2,[331]
mathematical algorithms,1,1,2,[331]
nn ge,1,1,2,[331]
test datasets,1,1,2,[331]
rmse value,1,1,2,[331]
training dataset,1,1,2,[331]
test dataset,1,1,2,[331]
spatiotemporal detection,1,1,2,[374]
large basin,1,1,2,[374]
environmental condition,1,1,2,[374]
wise use,1,1,2,[374]
main objective,1,1,2,[374]
landsat image,1,1,2,[374]
significant increment,1,1,2,[374]
areal extent,1,1,2,[374]
shrubland coverage,1,1,2,[374]
change matrix,1,1,2,[374]
conversion rate,1,1,2,[374]
modeled future,1,1,2,[374]
change scenario,1,1,2,[374]
significant expansion,1,1,2,[374]
subbasin level,1,1,2,[374]
future land,1,1,2,[374]
land management,1,1,2,[374]
management practice,1,1,2,[374]
comparative study,1,1,2,[380]
flood damage,1,1,2,[380]
hydraulic data,1,1,2,[380]
flood conditioning,1,1,2,[380]
curve number,1,1,2,[380]
available report,1,1,2,[380]
field survey,1,1,2,[380]
sari city,1,1,2,[380]
flooded area,1,1,2,[380]
different conditioning,1,1,2,[380]
expert knowledge,1,1,2,[380]
vulnerability map,1,1,2,[380]
model performance,1,1,2,[380]
garp model,1,1,2,[380]
performance accuracy,1,1,2,[380]
major role,1,1,2,[380]
hazard determination,1,1,2,[380]
whereas population,1,1,2,[380]
hydrological data,1,1,2,[380]
multispectral satellite,1,1,2,[391]
many problem,1,1,2,[391]
planning sector,1,1,2,[391]
interval period,1,1,2,[391]
past decade,1,1,2,[391]
gee platform,1,1,2,[391]
different band,1,1,2,[391]
kappa statistic,1,1,2,[391]
lulc mapping,1,1,2,[393]
crucial data,1,1,2,[393]
data source,1,1,2,[393]
sensor technology,1,1,2,[393]
learning capability,1,1,2,[393]
data complementarity,1,1,2,[393]
accurate feature,1,1,2,[393]
synthetic aperture,1,1,2,[393]
aperture radar,1,1,2,[393]
promising advantage,1,1,2,[393]
available multisource,1,1,2,[393]
lulc map,1,1,2,[393]
classification framework,1,1,2,[393]
segmentation level,1,1,2,[393]
segmentation quality,1,1,2,[393]
quality measure,1,1,2,[393]
geometrical feature,1,1,2,[393]
optical data,1,1,2,[393]
multiple ratio,1,1,2,[393]
relevant feature,1,1,2,[393]
image segmentation,1,1,2,[393]
segmentation optimization,1,1,2,[393]
scale parameter,1,1,2,[393]
lulc classification,1,1,2,[393]
promising method,1,1,2,[393]
approach feature,1,1,2,[393]
remarkable potential,1,1,2,[393]
system layer,1,1,2,[393]
various application,1,1,2,[393]
forests classification,1,1,2,[458]
great number,1,1,2,[458]
planning problem,1,1,2,[458]
analysis classification,1,1,2,[458]
spatial index,1,1,2,[458]
visual inspection,1,1,2,[458]
texture value,1,1,2,[458]
crossvalidation scheme,1,1,2,[458]
ancillary data,1,1,2,[458]
landuse data,1,1,2,[458]
effective planning,1,1,2,[458]
fundamental concentration,1,1,2,[464]
socioeconomic improvement,1,1,2,[464]
specific condition,1,1,2,[464]
noteworthy issue,1,1,2,[464]
metropolitan zone,1,1,2,[464]
significant factor,1,1,2,[464]
temporal characteristic,1,1,2,[464]
lahore city,1,1,2,[464]
change analysis,1,1,2,[464]
different technique,1,1,2,[464]
geospatial technique,1,1,2,[464]
precision appraisal,1,1,2,[464]
characterized map,1,1,2,[464]
distinctive image,1,1,2,[464]
transition probability,1,1,2,[464]
probability matrix,1,1,2,[464]
region change,1,1,2,[464]
future year,1,1,2,[464]
informational index,1,1,2,[464]
primary roadway,1,1,2,[464]
micro level,1,1,2,[464]
policy making,1,1,2,[464]
growth trajectory,1,1,2,[475]
ensemble classifier,1,1,2,[475]
accurate information,1,1,2,[475]
human interpretation,1,1,2,[475]
sensor imagery,1,1,2,[475]
intricate nature,1,1,2,[475]
spatial scale,1,1,2,[475]
changing pattern,1,1,2,[475]
ecological risk,1,1,2,[475]
critical land,1,1,2,[475]
environmental resource,1,1,2,[475]
improved classification,1,1,2,[475]
temporal information,1,1,2,[475]
quantum increase,1,1,2,[475]
producer accuracy,1,1,2,[475]
thematic land,1,1,2,[475]
map show,1,1,2,[475]
study period,1,1,2,[475]
net increase,1,1,2,[475]
increase rate,1,1,2,[475]
peripheral area,1,1,2,[475]
annual expansion,1,1,2,[475]
expansion rate,1,1,2,[475]
core city,1,1,2,[475]
city area,1,1,2,[475]
agricultural land,1,1,2,[475]
vegetation cover,1,1,2,[475]
main factor,1,1,2,[475]
city towards,1,1,2,[475]
transportation network,1,1,2,[475]
employment center,1,1,2,[475]
detailed understanding,1,1,2,[475]
growth dynamic,1,1,2,[475]
change pattern,1,1,2,[475]
rapid urbanization,1,1,2,[497]
environmental issue,1,1,2,[497]
current study,1,1,2,[497]
heterogeneous landscape,1,1,2,[497]
svm classifier,1,1,2,[497]
detection algorithm,1,1,2,[497]
net change,1,1,2,[497]
annual change,1,1,2,[497]
annual decrease,1,1,2,[497]
natural land,1,1,2,[497]
current trend,1,1,2,[497]
drastic decline,1,1,2,[497]
natural area,1,1,2,[497]
valuable baseline,1,1,2,[497]
current situation,1,1,2,[497]
appropriate strategy,1,1,2,[497]
automatic classification,1,1,2,[551]
resolution land,1,1,2,[551]
weighting procedure,1,1,2,[551]
tendency measure,1,1,2,[551]
planning practice,1,1,2,[551]
tree shade,1,1,2,[551]
shade mapping,1,1,2,[551]
green space,1,1,2,[551]
space analysis,1,1,2,[551]
urban hydrologic,1,1,2,[551]
hydrologic modeling,1,1,2,[551]
cover data,1,1,2,[551]
high definition,1,1,2,[551]
image consisting,1,1,2,[551]
formal tectology,1,1,2,[551]
different image,1,1,2,[551]
different pattern,1,1,2,[551]
mean value,1,1,2,[551]
harmonic value,1,1,2,[551]
central value,1,1,2,[551]
data weight,1,1,2,[551]
weight coefficient,1,1,2,[551]
calculation process,1,1,2,[551]
weighting coefficient,1,1,2,[551]
second stage,1,1,2,[551]
different classification,1,1,2,[551]
extreme learning,1,1,2,[551]
learning machine,1,1,2,[551]
test data,1,1,2,[551]
cross validation,1,1,2,[551]
raw data,1,1,2,[551]
mode measure,1,1,2,[551]
obtained result,1,1,2,[551]
classification success,1,1,2,[551]
success rate,1,1,2,[551]
initial interest,1,1,2,[565]
basic instrument,1,1,2,[565]
urbanization process,1,1,2,[565]
resolution satellite,1,1,2,[565]
lc object,1,1,2,[565]
different parameter,1,1,2,[565]
parameter setting,1,1,2,[565]
measure importance,1,1,2,[565]
independent test,1,1,2,[565]
test set,1,1,2,[565]
node degree,1,1,2,[565]
strong impact,1,1,2,[565]
economic opportunity,1,1,2,[569]
intensive resource,1,1,2,[569]
resource management,1,1,2,[569]
cover information,1,1,2,[569]
area development,1,1,2,[569]
spatiotemporal change,1,1,2,[569]
aerial photographs,1,1,2,[569]
accuracy assessment,1,1,2,[569]
change statistic,1,1,2,[569]
dense vegetation,1,1,2,[569]
bare soil,1,1,2,[569]
anthropogenic impact,1,1,2,[569]
geoconservation activity,1,1,2,[569]
comparative analysis,1,1,2,[572]
urban web,1,1,2,[572]
capital city,1,1,2,[572]
continuous increase,1,1,2,[572]
residential area,1,1,2,[572]
total coverage,1,1,2,[572]
new development,1,1,2,[572]
development project,1,1,2,[572]
preparation period,1,1,2,[572]
imagery archive,1,1,2,[572]
athens area,1,1,2,[572]
extraction technique,1,1,2,[572]
inductive learning,1,1,2,[572]
production rule,1,1,2,[572]
result validation,1,1,2,[572]
validation procedure,1,1,2,[572]
messogia plain,1,1,2,[572]
international airport,1,1,2,[572]
western part,1,1,2,[572]
industrial area,1,1,2,[572]
overall increase,1,1,2,[572]
accuracy comparison,1,1,2,[576]
basic information,1,1,2,[576]
advanced science,1,1,2,[576]
ecological management,1,1,2,[576]
biodiversity conservation,1,1,2,[576]
important subject,1,1,2,[576]
research interest,1,1,2,[576]
multidimensional feature,1,1,2,[576]
object feature,1,1,2,[576]
linear model,1,1,2,[576]
likelihood method,1,1,2,[576]
ensemble learning,1,1,2,[576]
multiple machine,1,1,2,[576]
deciduous forest,1,1,2,[576]
japanese cedar,1,1,2,[576]
red pine,1,1,2,[576]
paddy field,1,1,2,[576]
textural information,1,1,2,[576]
accurate classifier,1,1,2,[576]
mining approach,1,1,2,[578]
urban environment,1,1,2,[578]
ecological process,1,1,2,[578]
material flow,1,1,2,[578]
land transformation,1,1,2,[578]
powerful tool,1,1,2,[578]
early challenge,1,1,2,[578]
bare ground,1,1,2,[578]
spatial variability,1,1,2,[578]
new approach,1,1,2,[578]
composite change,1,1,2,[578]
detection technique,1,1,2,[578]
central premise,1,1,2,[578]
temporal trajectory,1,1,2,[578]
temporal signature,1,1,2,[578]
spectral region,1,1,2,[578]
supervised classification,1,1,2,[578]
earth image,1,1,2,[578]
likelihood classifier,1,1,2,[578]
transformed feature,1,1,2,[578]
data stack,1,1,2,[578]
reduced number,1,1,2,[578]
urban core,1,1,2,[578]
village settlement,1,1,2,[578]
settlement area,1,1,2,[588]
bird sensor,1,1,2,[588]
test site,1,1,2,[588]
open source,1,1,2,[588]
free access,1,1,2,[588]
access system,1,1,2,[588]
human knowledge,1,1,2,[588]
classification step,1,1,2,[588]
genetic algorithm,1,1,2,[588]
appropriate segmentation,1,1,2,[588]
segmentation parameter,1,1,2,[588]
cover classes,1,1,2,[588]
urban block,1,1,2,[588]
analysis unit,1,1,2,[588]
customized feature,1,1,2,[588]
geometrical structure,1,1,2,[588]
use class,1,1,2,[588]
automatic mapping,1,1,2,[588]
main functionality,1,1,2,[588]
impact analysis,1,1,2,[590]
mankato area,1,1,2,[590]
gis modelling,1,1,2,[590]
essential information,1,1,2,[590]
change dynamic,1,1,2,[590]
aerial photography,1,1,2,[590]
quickbird imagery,1,1,2,[590]
dramatic urbanization,1,1,2,[590]
annual air,1,1,2,[590]
air pollution,1,1,2,[590]
pollution removal,1,1,2,[590]
removal rate,1,1,2,[590]
analyst classifier,1,1,2,[590]
lulc data,1,1,2,[590]
valuable input,1,1,2,[590]
