Cluster,DocId,key-phrases,candidate-count,phrase-candidates
8,6,"['Flood risk mapping', 'machine learning technique', 'Urban flood risk', 'flood hazard determination', 'hydrological data']",94,"['Flood risk mapping', 'flood hazard determination', 'flood risk map', 'Urban flood risk', 'flood vulnerability map', 'flood risk', 'flood hazard', 'urban flood damage', 'flood vulnerability', 'Urban flood', 'flood conditioning', 'flooded area', 'flood conditioning factor', 'risk mapping', 'risk map', 'flood damage', 'flood', 'machine learning technique', 'vulnerability map', 'hydrological data', 'hazard determination', 'machine learning', 'hydraulic data', 'urban density', 'map', 'GARP model', 'mapping', 'land use', 'precipitation', 'elevation', 'Sari city', 'city', 'characteristic curve', 'population density', 'whereas population density', 'building', 'accuracy', 'conditioning factor', 'performance accuracy', 'model performance', 'expert', 'data', 'Different conditioning factor', 'modeling', 'expert knowledge', 'risk', 'field survey', 'slope', 'area', 'learning technique', 'population', 'hazard', 'land', 'vulnerability', 'important factor', 'learning', 'whereas population', 'comparative study', 'curve number', 'QUEST model', 'zone', 'damage', 'available report', 'report', 'curve', 'Different conditioning', 'quality', 'model', 'distance', 'survey', 'use', 'field', 'machine', 'number', 'weight', 'knowledge', 'conditioning', 'value', 'density', 'study', 'role', 'major role', 'account', 'factor', 'performance', 'condition', 'technique', 'result', 'determination', 'point', 'age', 'addition', 'term', 'demonstrate']"
8,67,"['Landslide susceptibility mapping', 'random forest', 'urban planning', 'Spatial prediction', 'geotechnical investigation']",84,"['Landslide susceptibility mapping', 'landslide susceptibility evaluation', 'landslide risk management', 'landslide susceptibility', 'landslide risk', 'landslide causal factor', 'landslide location', 'landslide inventory map', 'landslide causal', 'random forest', 'Spatial prediction', 'fourteen landslide causal', 'landslide inventory', 'geotechnical investigation report', 'geotechnical investigation', 'landslide', 'ROC curve analysis', 'initial fourteen landslide', 'urban planning', 'ROC curve', 'susceptibility evaluation', 'statistical model', 'susceptibility mapping', 'certainty factor', 'fourteen landslide', 'forest', 'mapping', 'map', 'prediction', 'correlation analysis', 'curve analysis', 'entropy', 'susceptibility', 'factor correlation analysis', 'risk management', 'model training', 'accuracy', 'effective causal factor', 'correlation', 'causal factor', 'weight coefficient', 'effective causal', 'aerial image', 'factor correlation', 'field survey', 'risk', 'certainty', 'planning', 'RF model', 'curve', 'inventory map', 'respective optimal case', 'IOE model', 'causal', 'location', 'investigation report', 'redundant factor', 'report', 'frequency ratio', 'coefficient', 'field', 'analysis', 'model', 'training', 'machine', 'optimal case', 'index', 'verification', 'frequency', 'factor', 'survey', 'management', 'result', 'receiver', 'image', 'ratio', 'performance', 'combination', 'study', 'investigation', 'evaluation', 'different combination', 'inventory', 'case']"
8,120,"['Landslide susceptibility assessment', 'wildfire burnt area', 'machine learning technique', 'satellite data', 'vegetation']",130,"['Landslide susceptibility assessment', 'Landslide susceptibility', 'landslide risk', 'wildfire burnt area', 'landslide worldwide', 'burnt catchment', 'landslide', 'precipitation', 'burnt area', 'wildfire', 'debris flow', 'slope', 'vegetation', 'flood', 'precipitation duration', 'Weather condition change', 'thematic map', 'machine learning', 'machine learning technique', 'satellite data', 'urban planning', 'fire', 'satellite image', 'Agnano hill', 'catchment', 'map', 'Weather condition', 'statistical approach', 'Climate change', 'land', 'new statistical approach', 'susceptibility assessment', 'storm', 'area', 'populated neighbourhood', 'data', 'hill', 'debris', 'disaster', 'safety monitoring', 'Many difficulty', 'occurrence', 'human activity', 'learning technique', 'likelihood', 'decision maker', 'analysis', 'database', 'learning', 'previous knowledge', 'study area', 'susceptibility', 'satellite', 'trigger mechanism', 'risk', 'planning', 'difficulty', 'safety', 'different trigger', 'predisposing factor', 'pasture', 'trigger', 'construction', 'different trigger mechanism', 'application', 'main sensitive area', 'new land', 'flow', 'intensity', 'year', 'database consisting', 'assessment', 'construction purpose', 'environment', 'relationship', 'local agency', 'neighbourhood', 'sensitive area', 'activity', 'condition change', 'composition', 'knowledge', 'territory', 'response', 'agency', 'characteristic', 'mechanism', 'technique', 'triggering', 'study', 'predisposing', 'band composition', 'cause', 'phase', 'decision', 'image', 'duration', 'factor', 'monitoring', 'approach', 'machine', 'Processing', 'following phase', 'world', 'origin', 'last year', 'large number', 'change', 'ability', 'operation', 'many part', 'purpose', 'work', 'worldwide', 'consisting', 'scope', 'latter', 'man', 'fact', 'condition', 'number', 'recent decade', 'attempt', 'maker', 'present work', 'band', 'main operation', 'part', 'decade', 'availability']"
8,121,"['urban pluvial flood', 'location problem model', 'emergency response centre', 'urban planning', 'maximum coverage location']",170,"['urban pluvial flood', 'pluvial flood vulnerability', 'location problem model', 'flood vulnerability', 'location allocation model', 'urban planning', 'flooding', 'urban area', 'maximum coverage location', 'ideal location allocation', 'pluvial flooding', 'location allocation method', 'optimal location', 'coverage location problem', 'location allocation', 'flood event', 'ERC spatial planning', 'towards urban planning', 'pluvial flood', 'emergency response centre', 'flood', 'spatial planning', 'coverage location', 'geographic information system', 'location problem', 'multiple layer perceptron', 'layer perceptron', 'geographic information', 'prompt emergency response', 'emergency response', 'allocated location', 'late emergency response', 'water storage site', 'risk mitigation', 'rainfall event', 'maximum coverage', 'ideal location', 'Damansara River basin', 'River basin', 'current allocated location', 'MLP variable', 'accurate ERC spatial', 'allocation model', 'residential building', 'historical flood event', 'problem model', 'water storage', 'response centre', 'perceptron', 'probability model', 'optimised PF probability', 'historical flood', 'allocation method', 'ERC spatial', 'optimal allocation', 'spatial', 'PF probability model', 'planning', 'meteorological station', 'location', 'area', 'multiple scenario', 'additional pavement', 'prompt emergency', 'multiple layer', 'coverage', 'current location', 'Allocation', 'study area', 'demand point', 'PF probability', 'downtown', 'basin', 'building', 'late emergency', 'climate', 'vulnerable inhabitant', 'probability', 'prediction', 'mitigation', 'emergency', 'police station', 'high PF probability', 'estimation', 'km radius', 'pavement', 'global climate', 'integrated multiple layer', 'layer attribute', 'layer', 'essential service', 'storage site', 'water', 'global climate change', 'ERC', 'military camp', 'information system', 'climate change', 'radius', 'uncertainty', 'centre', 'inventory event', 'road', 'storage', 'redundant', 'inhabitant', 'risk', 'Taguchi method', 'station', 'vulnerable people', 'hospital', 'basis', 'parameter', 'km', 'data', 'police', 'ideal time', 'rate', 'fire', 'information', 'scenario', 'response', 'information system platform', 'service', 'inventory', 'vulnerability', 'Minimum impedance', 'problem', 'situation', 'method', 'model', 'uncertainty exist', 'demand', 'current situation', 'variable', 'cost', 'intensity', 'impedance', 'class', 'machine', 'system', 'event', 'towards', 'system platform', 'development', 'people', 'increase', 'camp', 'frequency', 'site', 'human life', 'addition', 'point', 'seed', 'platform', 'recent machine', 'attribute', 'growth', 'momentum', 'study', 'crucial step towards', 'Result', 'change', 'time', 'term', 'crucial step', 'exist', 'life', 'step', 'step towards']"
8,130,"['landslide susceptibility mapping', 'machine learning technique', 'frequent natural disaster', 'geological factor', 'susceptibility assessment']",132,"['landslide susceptibility mapping', 'landslide susceptibility assessment', 'landslide susceptibility evaluation', 'landslide susceptibility simulation', 'landslide susceptibility', 'landslide prevention', 'landslide inventory', 'frequent natural disaster', 'historical landslide', 'susceptibility map', 'topography', 'susceptibility evaluation', 'landslide', 'susceptibility mapping', 'topography factor', 'geological factor', 'susceptibility simulation', 'susceptibility assessment', 'machine learning technique', 'natural disaster', 'geographical spatial distribution', 'significant model performance', 'frequency ratio model', 'predictive ability', 'spatial distribution', 'machine learning', 'RF model training', 'geospatial database', 'susceptibility class', 'susceptibility', 'mapping', 'RF model', 'training dataset', 'urban planning', 'significant model', 'low susceptibility class', 'model performance', 'frequency ratio', 'conditioning factor', 'satellite image', 'map', 'low susceptibility', 'accuracy', 'reliability', 'extensive field survey', 'ratio model', 'FR model', 'random', 'secondary conditioning factor', 'entire area', 'test dataset', 'model training', 'dataset', 'primary conditioning factor', 'learning technique', 'datasets', 'field survey', 'environmental factor', 'Yunyang county', 'model mathematical analysis', 'coincidence degree', 'LSM model', 'disaster', 'frequency', 'analysis result', 'theoretical basis', 'area', 'application', 'evaluation factor', 'learning', 'extensive field', 'distribution', 'curve', 'primary conditioning', 'study area', 'evaluation factor library', 'human engineering activity', 'database', 'human engineering', 'stability', 'coincidence', 'mathematical analysis', 'engineering activity', 'adequate response', 'planning', 'engineering', 'ability', 'ratio', 'basis', 'factor library', 'response', 'model', 'county', 'secondary conditioning', 'field', 'technique', 'factor', 'conditioning', 'mitigation', 'precision', 'receiver', 'simulation', 'analysis', 'outcome', 'importance', 'performance', 'degree', 'training', 'value', 'assessment', 'tool', 'research', 'result', 'survey', 'class', 'influence', 'activity', 'study', 'image', 'library', 'hand', 'evaluation', 'record', 'machine', 'prevention', 'historical record', 'test', 'inventory', 'demand', 'medium', 'addition', 'difference']"
8,154,"['flooding prediction', 'rainfall threshold line', 'pluvial flood event', 'urban catchment', 'several rainfall']",121,"['flooding prediction', 'pluvial flooding prediction', 'Urban pluvial flooding', 'flood occurrence', 'pluvial flood event', 'rainfall threshold line', 'rainfall threshold', 'flood event', 'pluvial flooding', 'rainfall curve', 'rainfall intensity', 'critical rainfall curve', 'frequent pluvial flood', 'critical rainfall', 'flooding', 'several rainfall', 'conventional critical rainfall', 'pluvial flood', 'flood', 'urban catchment', 'rainfall', 'precipitation characteristic', 'urban water manager', 'machine learning', 'precipitation', 'ML model', 'urban water', 'early warning system', 'hydraulic model', 'prediction', 'warning system', 'discriminant analysis', 'urban area', 'catchment', 'early warning', 'emergency planning', 'future climate', 'water manager', 'water manager aim', 'climate', 'threatening natural hazard', 'false alert rate', 'natural hazard', 'subspace discriminant analysis', 'false alert', 'city', 'rational information', 'Shenzhen city', 'warning', 'accuracy', 'alert rate', 'threshold line', 'water', 'learning', 'critical index', 'true positive rate', 'simulation accuracy', 'data', 'computational complexity', 'conventional model', 'future', 'threshold', 'principal component', 'large volume', 'planning', 'peak intensity', 'emergency action', 'risky area', 'alert', 'machine', 'characteristic', 'arrival time', 'area', 'occurrence', 'model', 'year', 'plane', 'rate', 'positive rate', 'binary result', 'volume', 'information', 'hazard', 'subspace', 'analysis', 'event', 'recent year', 'inhabitant', 'contingency', 'curve', 'complexity', 'emergency', 'manager', 'intensity', 'simulation', 'system', 'paper', 'manager aim', 'study', 'great extent', 'duration', 'line', 'method', 'case study', 'time', 'index', 'action', 'world', 'case', 'frequency', 'extent', 'aim', 'combination', 'component', 'result', 'different combination', 'order', 'aftermath', 'approach', 'Previous study', 'subsequent aftermath']"
8,168,"['landslide susceptibility model', 'machine learning', 'land planning', 'rainfall', 'hazard mitigation']",99,"['landslide susceptibility model', 'landslide susceptibility', 'landslide hazard', 'shallow landslide susceptibility', 'landslide risk', 'potential landslide runout', 'potential landslide', 'shallow landslide', 'landslide detachment', 'shallow landslide detachment', 'landslide runout', 'landslide', 'hazard mitigation', 'mountainous landscape', 'urban planning', 'hazard mitigation measure', 'rainfall', 'terraced coastal landscape', 'land planning', 'machine learning', 'Geographical Information', 'susceptibility map', 'coastal landscape', 'urban planning approach', 'steep territory', 'machine learning technique', 'susceptibility model', 'susceptibility mapping', 'obtained susceptibility map', 'mapping', 'map', 'runout susceptibility mapping', 'Ensemble approach', 'susceptibility', 'runout susceptibility', 'land', 'landscape', 'planning approach', 'obtained susceptibility', 'severe event', 'area', 'practice hiking', 'mitigation measure', 'beach', 'hiking', 'decision maker', 'several fatality', 'planning', 'risk', 'mitigation', 'beach holiday', 'combined approach', 'learning', 'learning technique', 'database', 'analysis', 'potential runout', 'fatality', 'hazard', 'method', 'tourist', 'reach angle', 'territory', 'runout process', 'high level', 'damage', 'runout', 'decision', 'future', 'model', 'technique', 'Information', 'approach', 'rugged', 'reach', 'level', 'angle', 'foreign tourist', 'machine', 'stakeholder', 'input', 'serious threat', 'threat', 'measure', 'event', 'detachment', 'factor', 'procedure', 'study', 'process', 'world', 'practice', 'visit', 'transit', 'maker', 'issue', 'holiday', 'euros', 'adoption']"
8,221,"['water demand modeling', 'machine learning', 'census tract', 'urban planning decision', 'socioeconomic inequality']",72,"['water demand modeling', 'urban planning', 'water demand pattern', 'predictive model', 'water demand', 'water management', 'urban planning decision', 'machine learning', 'artificial neural network', 'neural network', 'demand modeling', 'census tract', 'planning decision', 'city', 'map', 'demand pattern', 'socioeconomic inequality', 'capita income', 'census block', 'spatial scale', 'water', 'strong socioeconomic inequality', 'census', 'learning', 'household characteristic', 'iterative approach', 'modeling', 'economic aspect', 'planning', 'analysis', 'input variable', 'country', 'income', 'demand', 'household', 'model', 'environment', 'education level', 'scale', 'practical information', 'coarse scale', 'direct relationship', 'input', 'nature', 'machine', 'network', 'variable', 'management', 'pattern', 'study', 'inequality', 'information', 'decision', 'redundancy', 'minimum redundancy', 'fine scale', 'relationship', 'RF technique', 'education', 'characteristic', 'different level', 'level', 'tract', 'CB scale', 'technique', 'block', 'effort', 'CT scale', 'aspect', 'recent effort', 'challenge', 'approach']"
8,226,"['water quality timeseries', 'Deep neural network', 'smart environment', 'Outlet water', 'fuzzy inference system']",70,"['water quality timeseries', 'water quality time', 'water quality', 'Outlet water quality', 'Artificial neural network', 'neural network analysis', 'neural network', 'Deep neural network', 'smart environment', 'time series', 'Outlet water', 'fuzzy inference system', 'quality time series', 'AI model', 'timeseries', 'quality timeseries', 'recurrent unit', 'fuzzy inference', 'monitoring time series', 'AI model performance', 'sensitive urban design', 'urban design', 'turbidity', 'data periodicity', 'efficient model', 'inference system', 'water', 'continuous monitoring time', 'model performance', 'network analysis', 'biotope', 'continuous monitoring', 'data', 'environment', 'fuzzy', 'monitoring time', 'transfer function', 'specific conductivity', 'transfer function approach', 'analysis', 'conductivity', 'recurrent', 'monitoring', 'unit', 'area', 'ensemble', 'system', 'network', 'series', 'feature', 'periodicity', 'parameter', 'design', 'function approach', 'model', 'quality', 'memory', 'time', 'implementation', 'Group method', 'inference', 'performance', 'ability', 'method', 'transfer', 'function', 'Ways forward', 'forward', 'quality time', 'approach']"
